"Patient_Seen_End_Date","GEOGRAPHY","CCG","AT_Code","Region_Code","Adult","Child","Total","AdultPopulation","ChildPopulation","TotalPopulation"
"31-Aug-15","LA","E06000028",0,0,99696,28055,127751,155209,33524,188733
"31-Aug-15","LA","E06000029",0,0,57897,19278,77175,119566,29443,149009
"31-Aug-15","LA","E06000030",0,0,76985,30458,107443,166065,47973,214038
"31-Aug-15","LA","E06000031",0,0,67176,33946,101122,142582,45817,188399
"31-Aug-15","LA","E06000032",0,0,79249,34525,113774,154310,53679,207989
"31-Aug-15","LA","E06000033",0,0,80387,26521,106908,137929,37869,175798
"31-Aug-15","LA","E06000034",0,0,50119,22714,72833,121434,39415,160849
"31-Aug-15","LA","E06000035",0,0,116834,50381,167215,209266,61839,271105
"31-Aug-15","LA","E06000036",0,0,46466,19485,65951,89178,27389,116567
"31-Aug-15","LA","E06000037",0,0,47375,21617,68992,119666,35728,155394
"31-Aug-15","LA","E06000038",0,0,68329,30255,98584,124171,35076,159247
"31-Aug-15","LA","E06000039",0,0,50447,25001,75448,104010,39014,143024
"31-Aug-15","LA","E06000040",0,0,51737,23719,75456,113296,33039,146335
"31-Aug-15","LA","E06000041",0,0,48600,22862,71462,121369,36497,157866
"31-Aug-15","LA","E06000042",0,0,84106,44810,128916,191521,64181,255702
"31-Aug-15","LA","E06000043",0,0,107096,36815,143911,227451,50661,278112
"31-Aug-15","LA","E06000044",0,0,87288,29731,117019,164660,42800,207460
"31-Aug-15","LA","E06000045",0,0,102164,34095,136259,194254,47887,242141
"31-Aug-15","LA","E06000046",0,0,60440,17569,78009,112702,25691,138393
"31-Aug-15","LA","E06000047",0,0,223544,68007,291551,415740,100217,515957
"31-Aug-15","LA","E06000049",0,0,182333,60799,243132,297777,74930,372707
"31-Aug-15","LA","E06000050",0,0,169021,56427,225448,264903,66123,331026
"31-Aug-15","LA","E06000051",0,0,120609,41110,161719,248550,60017,308567
"31-Aug-15","LA","E06000052",0,0,238007,73326,311333,437101,104218,541319
"31-Aug-15","LA","E06000053",0,0,0,0,0,1876,375,2251
"31-Aug-15","LA","E06000054",0,0,169362,63912,233274,376198,103436,479634
"31-Aug-15","LA","E06000055",0,0,68594,28897,97491,124627,36756,161383
"31-Aug-15","LA","E06000056",0,0,103875,38069,141944,206519,58009,264528
"31-Aug-15","LA","E06000057",0,0,141059,41797,182856,255418,60388,315806
"31-Aug-15","LA","E08000001",0,0,108472,47273,155745,214210,65847,280057
"31-Aug-15","LA","E08000002",0,0,76683,29941,106624,144168,42359,186527
"31-Aug-15","LA","E08000003",0,0,211778,86570,298348,401609,112808,514417
"31-Aug-15","LA","E08000004",0,0,100856,42307,143163,170144,57168,227312
"31-Aug-15","LA","E08000005",0,0,92252,37799,130051,161558,50562,212120
"31-Aug-15","LA","E08000006",0,0,109237,42496,151733,186744,52269,239013
"31-Aug-15","LA","E08000007",0,0,140238,45382,185620,224011,61021,285032
"31-Aug-15","LA","E08000008",0,0,98326,35989,134315,171930,48667,220597
"31-Aug-15","LA","E08000009",0,0,97109,39877,136986,177254,52925,230179
"31-Aug-15","LA","E08000010",0,0,151828,51150,202978,251917,67773,319690
"31-Aug-15","LA","E08000011",0,0,67820,23289,91109,113703,32383,146086
"31-Aug-15","LA","E08000012",0,0,187527,64177,251704,381379,89401,470780
"31-Aug-15","LA","E08000013",0,0,90935,29001,119936,139950,36271,176221
"31-Aug-15","LA","E08000014",0,0,150458,41869,192327,219646,53561,273207
"31-Aug-15","LA","E08000015",0,0,155297,49553,204850,252839,67456,320295
"31-Aug-15","LA","E08000016",0,0,120148,38407,158555,186297,49460,235757
"31-Aug-15","LA","E08000017",0,0,166025,51458,217483,238646,64976,303622
"31-Aug-15","LA","E08000018",0,0,122715,40949,163664,202588,56101,258689
"31-Aug-15","LA","E08000019",0,0,265142,86828,351970,445431,114654,560085
"31-Aug-15","LA","E08000021",0,0,135648,42466,178114,231453,55368,286821
"31-Aug-15","LA","E08000022",0,0,90484,31365,121849,161678,40474,202152
"31-Aug-15","LA","E08000023",0,0,80925,22991,103916,119084,29442,148526
"31-Aug-15","LA","E08000024",0,0,136992,43280,180272,221536,54544,276080
"31-Aug-15","LA","E08000025",0,0,425485,182960,608445,812307,280023,1092330
"31-Aug-15","LA","E08000026",0,0,140843,51371,192214,256633,73177,329810
"31-Aug-15","LA","E08000027",0,0,128242,38245,166487,246783,67644,314427
"31-Aug-15","LA","E08000028",0,0,144977,51801,196778,237462,76867,314329
"31-Aug-15","LA","E08000029",0,0,73399,28027,101426,163587,45274,208861
"31-Aug-15","LA","E08000030",0,0,100641,41826,142467,208276,63885,272161
"31-Aug-15","LA","E08000031",0,0,98060,34420,132480,194708,56849,251557
"31-Aug-15","LA","E08000032",0,0,202386,92599,294985,388064,138305,526369
"31-Aug-15","LA","E08000033",0,0,94417,34915,129332,160676,45679,206355
"31-Aug-15","LA","E08000034",0,0,186965,74532,261497,330310,97969,428279
"31-Aug-15","LA","E08000035",0,0,328547,117794,446341,602915,158573,761488
"31-Aug-15","LA","E08000036",0,0,170307,52951,223258,260843,68865,329708
"31-Aug-15","LA","E08000037",0,0,93441,29464,122905,159800,40198,199998
"31-Aug-15","LA","E09000001",0,0,1653,1000,2653,6819,829,7648
"31-Aug-15","LA","E09000002",0,0,75038,34009,109047,136747,57605,194352
"31-Aug-15","LA","E09000003",0,0,102396,49609,152005,282465,86623,369088
"31-Aug-15","LA","E09000004",0,0,75853,34693,110546,181780,54907,236687
"31-Aug-15","LA","E09000005",0,0,119582,48436,168018,244716,72548,317264
"31-Aug-15","LA","E09000006",0,0,92645,49896,142541,247450,70449,317899
"31-Aug-15","LA","E09000007",0,0,97953,29214,127167,187334,42385,229719
"31-Aug-15","LA","E09000008",0,0,133154,56954,190108,281124,91628,372752
"31-Aug-15","LA","E09000009",0,0,140961,58063,199024,262978,79516,342494
"31-Aug-15","LA","E09000010",0,0,113849,50165,164014,239600,80924,320524
"31-Aug-15","LA","E09000011",0,0,107103,48306,155409,200318,63690,264008
"31-Aug-15","LA","E09000012",0,0,76221,25538,101759,198401,58978,257379
"31-Aug-15","LA","E09000013",0,0,76116,21908,98024,145357,33328,178685
"31-Aug-15","LA","E09000014",0,0,113500,46869,160369,204425,58961,263386
"31-Aug-15","LA","E09000015",0,0,78483,33453,111936,187630,55743,243373
"31-Aug-15","LA","E09000016",0,0,94566,34676,129242,189960,52120,242080
"31-Aug-15","LA","E09000017",0,0,87955,39342,127297,219261,67547,286808
"31-Aug-15","LA","E09000018",0,0,106549,43893,150442,201963,60444,262407
"31-Aug-15","LA","E09000019",0,0,80668,22527,103195,177326,38345,215671
"31-Aug-15","LA","E09000020",0,0,48390,12708,61098,128272,27322,155594
"31-Aug-15","LA","E09000021",0,0,61781,26949,88730,131100,35693,166793
"31-Aug-15","LA","E09000022",0,0,137955,41008,178963,252274,61968,314242
"31-Aug-15","LA","E09000023",0,0,121272,42291,163563,220491,65689,286180
"31-Aug-15","LA","E09000024",0,0,71203,23638,94841,158248,44975,203223
"31-Aug-15","LA","E09000025",0,0,93666,48198,141864,237000,81227,318227
"31-Aug-15","LA","E09000026",0,0,113152,53558,166710,215220,73052,288272
"31-Aug-15","LA","E09000027",0,0,47289,24402,71691,148509,42856,191365
"31-Aug-15","LA","E09000028",0,0,107953,36912,144865,237370,61095,298465
"31-Aug-15","LA","E09000029",0,0,67135,30190,97325,151229,44685,195914
"31-Aug-15","LA","E09000030",0,0,81887,31087,112974,212378,60512,272890
"31-Aug-15","LA","E09000031",0,0,84258,35081,119339,202000,63797,265797
"31-Aug-15","LA","E09000032",0,0,107305,38720,146025,252281,58235,310516
"31-Aug-15","LA","E09000033",0,0,94260,22990,117250,187732,39109,226841
"31-Aug-15","LA","E10000002",0,0,156409,74489,230898,398226,117883,516109
"31-Aug-15","LA","E10000003",0,0,232024,83373,315397,502718,130038,632756
"31-Aug-15","LA","E10000006",0,0,200704,67083,267787,404065,94005,498070
"31-Aug-15","LA","E10000007",0,0,304009,97048,401057,621361,154799,776160
"31-Aug-15","LA","E10000008",0,0,344132,102591,446723,616507,141545,758052
"31-Aug-15","LA","E10000009",0,0,165539,49898,215437,339403,77318,416721
"31-Aug-15","LA","E10000011",0,0,217982,66558,284540,429506,104896,534402
"31-Aug-15","LA","E10000012",0,0,573920,194058,767978,1118167,298238,1416405
"31-Aug-15","LA","E10000013",0,0,196377,83308,279685,482920,122734,605654
"31-Aug-15","LA","E10000014",0,0,521025,189278,710303,1056193,281537,1337730
"31-Aug-15","LA","E10000015",0,0,472541,193723,666264,882289,258414,1140703
"31-Aug-15","LA","E10000016",0,0,485921,205166,691087,1167474,326038,1493512
"31-Aug-15","LA","E10000017",0,0,490957,176699,667656,936102,243975,1180077
"31-Aug-15","LA","E10000018",0,0,263077,90617,353694,526919,134656,661575
"31-Aug-15","LA","E10000019",0,0,291070,90289,381359,583644,140725,724369
"31-Aug-15","LA","E10000020",0,0,409964,111648,521612,704533,166507,871040
"31-Aug-15","LA","E10000021",0,0,286696,106370,393066,547209,159224,706433
"31-Aug-15","LA","E10000023",0,0,243892,79569,323461,484424,118317,602741
"31-Aug-15","LA","E10000024",0,0,347034,115321,462355,633576,162640,796216
"31-Aug-15","LA","E10000025",0,0,259589,103943,363532,525973,140224,666197
"31-Aug-15","LA","E10000027",0,0,248127,78059,326186,429382,108722,538104
"31-Aug-15","LA","E10000028",0,0,348043,117191,465234,686778,170229,857007
"31-Aug-15","LA","E10000029",0,0,340992,106547,447539,583320,151146,734466
"31-Aug-15","LA","E10000030",0,0,349395,165152,514547,899844,252270,1152114
"31-Aug-15","LA","E10000031",0,0,241236,78668,319904,436800,111929,548729
"31-Aug-15","LA","E10000032",0,0,324244,122734,446978,653832,167524,821356
"31-Aug-15","LA","E10000034",0,0,223336,79586,302922,457206,114962,572168
"31-Aug-15","LA","UnA",0,0,131604,45359,176963,0,0,0
"30-Sep-15","LA","E06000001",0,0,44722,13982,58704,72478,20187,92665
"30-Sep-15","LA","E06000002",0,0,73233,26585,99818,107219,31720,138939
"30-Sep-15","LA","E06000003",0,0,66512,20234,86746,107472,27473,134945
"30-Sep-15","LA","E06000004",0,0,88384,32904,121288,150920,42276,193196
"30-Sep-15","LA","E06000005",0,0,50259,17826,68085,82637,22759,105396
"30-Sep-15","LA","E06000006",0,0,53203,17545,70748,97818,28152,125970
"30-Sep-15","LA","E06000007",0,0,92620,31244,123864,160810,44299,205109
"30-Sep-15","LA","E06000008",0,0,58495,29742,88237,108833,38536,147369
"30-Sep-15","LA","E06000009",0,0,63106,19086,82192,112370,29030,141400
"30-Sep-15","LA","E06000010",0,0,159797,51503,211300,202325,55264,257589
"30-Sep-15","LA","E06000011",0,0,122134,38075,160209,272607,63400,336007
"30-Sep-15","LA","E06000012",0,0,75224,23898,99122,125404,34423,159827
"30-Sep-15","LA","E06000013",0,0,61606,21389,82995,133409,35351,168760
"30-Sep-15","LA","E06000014",0,0,89491,28475,117966,166104,36331,202435
"30-Sep-15","LA","E06000015",0,0,95588,39400,134988,193588,57835,251423
"30-Sep-15","LA","E06000016",0,0,141685,63432,205117,254324,79488,333812
"30-Sep-15","LA","E06000017",0,0,10176,5864,16040,29838,7768,37606
"30-Sep-15","LA","E06000018",0,0,144019,51275,195294,246983,63854,310837
"30-Sep-15","LA","E06000019",0,0,75025,24073,99098,150027,36060,186087
"30-Sep-15","LA","E06000020",0,0,76283,29597,105880,129499,38953,168452
"30-Sep-15","LA","E06000021",0,0,127262,45254,172516,195150,55077,250227
"30-Sep-15","LA","E06000022",0,0,75050,28065,103115,145883,34214,180097
"30-Sep-15","LA","E06000023",0,0,199341,72306,271647,346951,90541,437492
"30-Sep-15","LA","E06000024",0,0,86515,31190,117705,163910,42225,206135
"30-Sep-15","LA","E06000025",0,0,115012,35907,150919,212159,56948,269107
"30-Sep-15","LA","E06000026",0,0,107697,37869,145566,207877,51298,259175
"30-Sep-15","LA","E06000027",0,0,62687,19459,82146,107155,24920,132075
"30-Sep-15","LA","E06000028",0,0,99948,28142,128090,155209,33524,188733
"30-Sep-15","LA","E06000029",0,0,57838,19310,77148,119566,29443,149009
"30-Sep-15","LA","E06000030",0,0,76955,30421,107376,166065,47973,214038
"30-Sep-15","LA","E06000031",0,0,67091,33901,100992,142582,45817,188399
"30-Sep-15","LA","E06000032",0,0,79301,34676,113977,154310,53679,207989
"30-Sep-15","LA","E06000033",0,0,80392,26465,106857,137929,37869,175798
"30-Sep-15","LA","E06000034",0,0,50014,22866,72880,121434,39415,160849
"30-Sep-15","LA","E06000035",0,0,116782,50507,167289,209266,61839,271105
"30-Sep-15","LA","E06000036",0,0,46508,19496,66004,89178,27389,116567
"30-Sep-15","LA","E06000037",0,0,47391,21585,68976,119666,35728,155394
"30-Sep-15","LA","E06000038",0,0,68419,30263,98682,124171,35076,159247
"30-Sep-15","LA","E06000039",0,0,50410,24952,75362,104010,39014,143024
"30-Sep-15","LA","E06000040",0,0,51521,23771,75292,113296,33039,146335
"30-Sep-15","LA","E06000041",0,0,48636,22882,71518,121369,36497,157866
"30-Sep-15","LA","E06000042",0,0,83623,44718,128341,191521,64181,255702
"30-Sep-15","LA","E06000043",0,0,107008,36822,143830,227451,50661,278112
"30-Sep-15","LA","E06000044",0,0,87200,29722,116922,164660,42800,207460
"30-Sep-15","LA","E06000045",0,0,102055,34146,136201,194254,47887,242141
"30-Sep-15","LA","E06000046",0,0,60352,17492,77844,112702,25691,138393
"30-Sep-15","LA","E06000047",0,0,223634,67960,291594,415740,100217,515957
"30-Sep-15","LA","E06000049",0,0,181994,60710,242704,297777,74930,372707
"30-Sep-15","LA","E06000050",0,0,169139,56349,225488,264903,66123,331026
"30-Sep-15","LA","E06000051",0,0,120605,41016,161621,248550,60017,308567
"30-Sep-15","LA","E06000052",0,0,237892,73370,311262,437101,104218,541319
"30-Sep-15","LA","E06000053",0,0,0,0,0,1876,375,2251
"30-Sep-15","LA","E06000054",0,0,169397,63968,233365,376198,103436,479634
"30-Sep-15","LA","E06000055",0,0,68750,29039,97789,124627,36756,161383
"30-Sep-15","LA","E06000056",0,0,103733,38149,141882,206519,58009,264528
"30-Sep-15","LA","E06000057",0,0,141041,41779,182820,255418,60388,315806
"30-Sep-15","LA","E08000001",0,0,108104,47190,155294,214210,65847,280057
"30-Sep-15","LA","E08000002",0,0,76731,29917,106648,144168,42359,186527
"30-Sep-15","LA","E08000003",0,0,211842,86750,298592,401609,112808,514417
"30-Sep-15","LA","E08000004",0,0,100776,42328,143104,170144,57168,227312
"30-Sep-15","LA","E08000005",0,0,92025,37737,129762,161558,50562,212120
"30-Sep-15","LA","E08000006",0,0,109123,42390,151513,186744,52269,239013
"30-Sep-15","LA","E08000007",0,0,140069,45424,185493,224011,61021,285032
"30-Sep-15","LA","E08000008",0,0,98165,35889,134054,171930,48667,220597
"30-Sep-15","LA","E08000009",0,0,97120,39897,137017,177254,52925,230179
"30-Sep-15","LA","E08000010",0,0,152132,51175,203307,251917,67773,319690
"30-Sep-15","LA","E08000011",0,0,67935,23219,91154,113703,32383,146086
"30-Sep-15","LA","E08000012",0,0,187411,64322,251733,381379,89401,470780
"30-Sep-15","LA","E08000013",0,0,90977,29022,119999,139950,36271,176221
"30-Sep-15","LA","E08000014",0,0,150603,41830,192433,219646,53561,273207
"30-Sep-15","LA","E08000015",0,0,155160,49542,204702,252839,67456,320295
"30-Sep-15","LA","E08000016",0,0,120286,38429,158715,186297,49460,235757
"30-Sep-15","LA","E08000017",0,0,166007,51500,217507,238646,64976,303622
"30-Sep-15","LA","E08000018",0,0,122630,40884,163514,202588,56101,258689
"30-Sep-15","LA","E08000019",0,0,265180,86864,352044,445431,114654,560085
"30-Sep-15","LA","E08000021",0,0,135706,42682,178388,231453,55368,286821
"30-Sep-15","LA","E08000022",0,0,90530,31427,121957,161678,40474,202152
"30-Sep-15","LA","E08000023",0,0,80979,22913,103892,119084,29442,148526
"30-Sep-15","LA","E08000024",0,0,136651,43285,179936,221536,54544,276080
"30-Sep-15","LA","E08000025",0,0,424748,183403,608151,812307,280023,1092330
"30-Sep-15","LA","E08000026",0,0,141091,51683,192774,256633,73177,329810
"30-Sep-15","LA","E08000027",0,0,128266,38154,166420,246783,67644,314427
"30-Sep-15","LA","E08000028",0,0,145438,52277,197715,237462,76867,314329
"30-Sep-15","LA","E08000029",0,0,73245,28015,101260,163587,45274,208861
"30-Sep-15","LA","E08000030",0,0,100528,41910,142438,208276,63885,272161
"30-Sep-15","LA","E08000031",0,0,97933,34560,132493,194708,56849,251557
"30-Sep-15","LA","E08000032",0,0,202397,92703,295100,388064,138305,526369
"30-Sep-15","LA","E08000033",0,0,94167,34785,128952,160676,45679,206355
"30-Sep-15","LA","E08000034",0,0,186684,74495,261179,330310,97969,428279
"30-Sep-15","LA","E08000035",0,0,328406,118144,446550,602915,158573,761488
"30-Sep-15","LA","E08000036",0,0,170118,52961,223079,260843,68865,329708
"30-Sep-15","LA","E08000037",0,0,93448,29538,122986,159800,40198,199998
"30-Sep-15","LA","E09000001",0,0,1684,954,2638,6819,829,7648
"30-Sep-15","LA","E09000002",0,0,75139,34192,109331,136747,57605,194352
"30-Sep-15","LA","E09000003",0,0,102209,49645,151854,282465,86623,369088
"30-Sep-15","LA","E09000004",0,0,76018,34698,110716,181780,54907,236687
"30-Sep-15","LA","E09000005",0,0,119236,48579,167815,244716,72548,317264
"30-Sep-15","LA","E09000006",0,0,92381,49959,142340,247450,70449,317899
"30-Sep-15","LA","E09000007",0,0,98058,29269,127327,187334,42385,229719
"30-Sep-15","LA","E09000008",0,0,133338,57079,190417,281124,91628,372752
"30-Sep-15","LA","E09000009",0,0,140813,58317,199130,262978,79516,342494
"30-Sep-15","LA","E09000010",0,0,113859,50388,164247,239600,80924,320524
"30-Sep-15","LA","E09000011",0,0,106681,48272,154953,200318,63690,264008
"30-Sep-15","LA","E09000012",0,0,75748,25516,101264,198401,58978,257379
"30-Sep-15","LA","E09000013",0,0,76115,21966,98081,145357,33328,178685
"30-Sep-15","LA","E09000014",0,0,113376,46968,160344,204425,58961,263386
"30-Sep-15","LA","E09000015",0,0,78269,33505,111774,187630,55743,243373
"30-Sep-15","LA","E09000016",0,0,94701,34758,129459,189960,52120,242080
"30-Sep-15","LA","E09000017",0,0,87770,39395,127165,219261,67547,286808
"30-Sep-15","LA","E09000018",0,0,106704,44191,150895,201963,60444,262407
"30-Sep-15","LA","E09000019",0,0,80889,22724,103613,177326,38345,215671
"30-Sep-15","LA","E09000020",0,0,48742,12814,61556,128272,27322,155594
"30-Sep-15","LA","E09000021",0,0,61802,26984,88786,131100,35693,166793
"30-Sep-15","LA","E09000022",0,0,137776,41037,178813,252274,61968,314242
"30-Sep-15","LA","E09000023",0,0,121523,42495,164018,220491,65689,286180
"30-Sep-15","LA","E09000024",0,0,71132,23773,94905,158248,44975,203223
"30-Sep-15","LA","E09000025",0,0,93350,48328,141678,237000,81227,318227
"30-Sep-15","LA","E09000026",0,0,112837,53639,166476,215220,73052,288272
"30-Sep-15","LA","E09000027",0,0,47401,24423,71824,148509,42856,191365
"30-Sep-15","LA","E09000028",0,0,107881,36983,144864,237370,61095,298465
"30-Sep-15","LA","E09000029",0,0,67290,30442,97732,151229,44685,195914
"30-Sep-15","LA","E09000030",0,0,81671,31139,112810,212378,60512,272890
"30-Sep-15","LA","E09000031",0,0,84232,35114,119346,202000,63797,265797
"30-Sep-15","LA","E09000032",0,0,107217,38923,146140,252281,58235,310516
"30-Sep-15","LA","E09000033",0,0,94148,22977,117125,187732,39109,226841
"30-Sep-15","LA","E10000002",0,0,156499,74486,230985,398226,117883,516109
"30-Sep-15","LA","E10000003",0,0,231881,83234,315115,502718,130038,632756
"30-Sep-15","LA","E10000006",0,0,200453,67059,267512,404065,94005,498070
"30-Sep-15","LA","E10000007",0,0,303546,96857,400403,621361,154799,776160
"30-Sep-15","LA","E10000008",0,0,343800,102474,446274,616507,141545,758052
"30-Sep-15","LA","E10000009",0,0,165336,49805,215141,339403,77318,416721
"30-Sep-15","LA","E10000011",0,0,217805,66532,284337,429506,104896,534402
"30-Sep-15","LA","E10000012",0,0,573620,194039,767659,1118167,298238,1416405
"30-Sep-15","LA","E10000013",0,0,196642,83419,280061,482920,122734,605654
"30-Sep-15","LA","E10000014",0,0,521332,189243,710575,1056193,281537,1337730
"30-Sep-15","LA","E10000015",0,0,472061,193942,666003,882289,258414,1140703
"30-Sep-15","LA","E10000016",0,0,485995,205109,691104,1167474,326038,1493512
"30-Sep-15","LA","E10000017",0,0,490550,176584,667134,936102,243975,1180077
"30-Sep-15","LA","E10000018",0,0,262937,90642,353579,526919,134656,661575
"30-Sep-15","LA","E10000019",0,0,290501,90144,380645,583644,140725,724369
"30-Sep-15","LA","E10000020",0,0,409780,111715,521495,704533,166507,871040
"30-Sep-15","LA","E10000021",0,0,286360,106325,392685,547209,159224,706433
"30-Sep-15","LA","E10000023",0,0,243209,79434,322643,484424,118317,602741
"30-Sep-15","LA","E10000024",0,0,346609,115182,461791,633576,162640,796216
"30-Sep-15","LA","E10000025",0,0,259275,104025,363300,525973,140224,666197
"30-Sep-15","LA","E10000027",0,0,248553,78021,326574,429382,108722,538104
"30-Sep-15","LA","E10000028",0,0,348033,117237,465270,686778,170229,857007
"30-Sep-15","LA","E10000029",0,0,340706,106349,447055,583320,151146,734466
"30-Sep-15","LA","E10000030",0,0,349028,165526,514554,899844,252270,1152114
"30-Sep-15","LA","E10000031",0,0,241301,78690,319991,436800,111929,548729
"30-Sep-15","LA","E10000032",0,0,323864,122805,446669,653832,167524,821356
"30-Sep-15","LA","E10000034",0,0,223234,79462,302696,457206,114962,572168
"30-Sep-15","LA","UnA",0,0,131840,45472,177312,0,0,0
